avg_mood_7days,crisis_entries_count,days_of_silence,trigger_intensity_avg,mood_trend,min_mood_7days,trigger_count,total_entries,label
7.889229710138926,1,0,0.8333502436089734,1,6,1,5,LOW_RISK
10.0,1,1,1.0712310880047002,1,8,2,6,LOW_RISK
4.262470000747264,2,1,3.9559649482077517,0,5,5,3,MEDIUM_RISK
8.295038401875177,1,1,3.47917922877534,1,7,2,7,LOW_RISK
6.552696067265851,0,1,3.8129449742956902,1,9,0,6,LOW_RISK
4.063922766727428,0,2,6.50841287199727,1,4,3,6,MEDIUM_RISK
1.8537592817408597,4,4,8.963956888447791,-1,2,8,4,HIGH_RISK
1.0,3,5,8.387222614459317,-1,1,10,4,HIGH_RISK
3.7360289205178145,3,2,5.642619467567864,-1,1,2,4,HIGH_RISK
2.038383782173566,7,4,10.0,-1,1,10,7,HIGH_RISK
6.975068926523862,0,1,2.3684127487333466,1,5,0,6,LOW_RISK
7.428289630624804,1,1,3.109958874935135,1,5,2,6,LOW_RISK
6.162816523608423,2,2,6.981742564444407,1,5,4,6,MEDIUM_RISK
5.522339179723968,0,2,4.3540371340448125,1,3,4,5,MEDIUM_RISK
4.2,3,4,6.901750377403484,-1,2,6,5,HIGH_RISK
8.440944434083827,1,1,4.5,1,7,2,5,LOW_RISK
6.431898786367227,0,0,5.912799697539875,0,2,3,4,MEDIUM_RISK
6.123945516710768,2,0,7.5,1,2,3,3,MEDIUM_RISK
6.754114188561067,0,1,5.33901538360858,-1,2,5,3,MEDIUM_RISK
5.9222909048348615,0,1,1.9666108242152311,0,5,3,6,MEDIUM_RISK
8.754139707478613,0,1,3.572999569919146,1,9,2,5,LOW_RISK
2.09343924640302,7,5,9.943472662392395,0,1,9,7,HIGH_RISK
3.9782494039404437,4,4,8.916613501841718,-1,1,10,4,HIGH_RISK
3.229707669021879,7,3,8.069143237083553,-1,2,9,7,HIGH_RISK
7.419854159481688,0,1,0.4080778971830346,1,5,1,5,LOW_RISK
5.325798657152254,0,2,6.507748735646502,-1,4,1,5,MEDIUM_RISK
5.991750561174585,2,1,7.235887383542025,1,5,4,5,MEDIUM_RISK
10.0,0,0,3.414475240052594,1,7,1,6,LOW_RISK
6.73812335514869,0,0,1.3763712343881886,0,5,2,7,LOW_RISK
2.073847454301851,5,3,8.70890441523587,-1,2,5,5,HIGH_RISK
8.58722141218168,0,1,4.3572852179403325,1,8,1,6,LOW_RISK
1.0,6,3,7.87386109677704,-1,1,10,6,HIGH_RISK
3.637204961597708,4,3,7.266806615333342,-1,1,8,4,HIGH_RISK
7.0,0,1,5.372849152099867,1,7,2,4,MEDIUM_RISK
6.97103855451475,0,1,2.816442975491956,1,7,0,6,LOW_RISK
4.021575905892454,1,2,4.95134993881864,-1,2,4,3,MEDIUM_RISK
9.31858583869153,0,0,3.8496801066554442,0,6,0,7,LOW_RISK
2.8071096567566665,4,2,8.108810373770162,-1,2,10,5,HIGH_RISK
5.286591904597682,2,1,5.382880384701305,0,4,5,6,MEDIUM_RISK
6.944297879627135,1,2,5.297110775657864,1,3,0,6,LOW_RISK
2.848142386912535,7,2,8.988917507072658,-1,2,4,7,HIGH_RISK
5.010373853862364,1,2,6.5430581329068165,-1,2,3,4,MEDIUM_RISK
3.8331384852653527,3,3,7.301793357936387,-1,1,7,4,HIGH_RISK
1.1617379859529378,5,5,6.679902126383891,-1,2,5,5,HIGH_RISK
2.4183952097319397,4,2,8.440230345207477,-1,2,5,4,HIGH_RISK
6.931356411848483,1,1,5.408138933920343,0,4,1,5,LOW_RISK
1.5361034652829855,4,5,7.265269070443967,-1,2,4,4,HIGH_RISK
5.4564908327553665,1,2,6.350711281081854,0,5,5,5,MEDIUM_RISK
7.26250523666751,1,1,0.0,1,9,2,5,LOW_RISK
1.1262884766295218,6,5,6.5,-1,2,7,6,HIGH_RISK
10.0,1,0,2.0170121350944363,0,7,2,5,LOW_RISK
6.430420598870234,1,1,4.742124474359859,1,5,4,4,MEDIUM_RISK
1.4749123854451474,5,2,8.7548638914383,-1,1,7,5,HIGH_RISK
7.391476910778211,1,1,3.280531824492274,0,9,0,5,LOW_RISK
5.9696111182090235,1,2,3.6284741512470142,1,5,3,6,MEDIUM_RISK
5.186281257543582,0,0,7.333244686706604,-1,2,3,3,MEDIUM_RISK
9.676344437190819,0,1,0.5489956841994779,1,9,2,6,LOW_RISK
6.7180597097154,2,1,7.1199239868284865,1,4,4,4,MEDIUM_RISK
5.586070136835028,0,0,6.652944610875924,-1,4,1,4,MEDIUM_RISK
8.54447919071958,0,0,3.9714591937750425,1,8,2,7,LOW_RISK
7.487996589523819,0,1,1.8514609288172617,0,7,2,7,LOW_RISK
5.830054321849688,2,2,4.102108183613294,0,2,1,3,MEDIUM_RISK
9.258018143409574,0,1,3.950160681475705,1,7,1,5,LOW_RISK
9.297303774651713,0,0,3.9036356030676522,1,8,2,6,LOW_RISK
9.464612369851958,1,0,1.897657392823005,1,7,2,7,LOW_RISK
1.0,5,3,8.387540891159961,-1,2,5,5,HIGH_RISK
1.9851115510853012,4,2,7.107922851869369,-1,2,8,4,HIGH_RISK
6.966435770971973,0,0,0.718471389579717,1,7,2,6,LOW_RISK
9.7823167606377,1,1,2.684287263847798,1,5,0,5,LOW_RISK
5.27230851658782,1,2,7.5,0,2,3,4,MEDIUM_RISK
6.223972365080789,0,0,3.5,1,4,5,6,MEDIUM_RISK
4.2,3,2,6.995907486978773,-1,1,4,5,HIGH_RISK
8.67334812941644,0,0,0.2322312793901115,1,5,0,7,LOW_RISK
3.9226387529540507,2,0,6.992724398735034,0,4,5,6,MEDIUM_RISK
5.837598495861726,2,1,6.703417268269272,-1,5,5,6,MEDIUM_RISK
6.152190900246315,1,1,0.0,1,8,1,7,LOW_RISK
4.731957846521486,2,0,4.31327912923233,0,3,4,6,MEDIUM_RISK
4.453701327022138,1,0,4.8844811386626965,-1,5,3,4,MEDIUM_RISK
6.046998301451447,1,0,4.893558282183526,-1,3,3,5,MEDIUM_RISK
6.293314154849136,0,0,3.8540174994722336,1,5,1,3,MEDIUM_RISK
3.9174895006855945,3,4,7.9411201507480556,0,2,9,5,HIGH_RISK
3.1398811327308103,3,3,8.810005790454447,-1,1,5,3,HIGH_RISK
7.282919171611479,1,1,1.1840775543392938,1,7,2,7,LOW_RISK
5.086166199995358,0,2,6.40929678310851,-1,3,2,6,MEDIUM_RISK
7.0,1,0,5.089232472988353,1,3,2,5,MEDIUM_RISK
6.5097935924811345,1,1,6.645555458367542,0,3,5,6,MEDIUM_RISK
7.060384819445961,0,1,0.6073564414065913,0,8,1,6,LOW_RISK
7.398984636380005,0,1,4.5,0,6,0,6,LOW_RISK
4.258194573366906,0,1,5.774721107571797,0,5,2,6,MEDIUM_RISK
2.0234253228710486,5,2,8.07923936898026,0,1,6,5,HIGH_RISK
3.6767713817652696,2,2,7.582025892280148,-1,1,6,4,MEDIUM_RISK
3.566007276497183,7,4,8.321335590937329,-1,1,6,7,HIGH_RISK
2.37912013278881,3,3,7.06637465718973,-1,2,6,3,HIGH_RISK
4.374122742102766,2,2,3.556659823304172,0,2,2,4,MEDIUM_RISK
6.17830801527213,0,0,1.8253346451010608,1,7,0,6,LOW_RISK
5.342139962256842,2,2,6.291255152774326,-1,4,3,5,MEDIUM_RISK
9.25468108784386,0,1,2.166687351630618,1,6,1,5,LOW_RISK
6.011880698249822,1,2,4.155373158998748,0,4,0,6,MEDIUM_RISK
4.100049410425793,0,0,6.007679263668985,0,2,2,5,MEDIUM_RISK
7.391356747820073,1,1,3.495213065786905,1,8,2,6,LOW_RISK
6.317677074784088,2,2,6.85372608347258,0,3,3,5,MEDIUM_RISK
6.612490625716083,0,1,4.953760066356975,0,3,2,3,MEDIUM_RISK
5.119693557403797,2,2,5.621175144972714,-1,3,5,4,MEDIUM_RISK
4.8678892273239045,2,3,7.363563199906633,-1,4,4,3,HIGH_RISK
10.0,0,0,4.487234612413574,0,7,0,7,LOW_RISK
4.163934521681625,2,1,4.581083575443756,0,3,4,5,MEDIUM_RISK
7.301085700659136,1,0,0.8379337458977467,1,5,2,5,LOW_RISK
6.903993563631546,0,0,1.243924015075846,0,5,0,7,LOW_RISK
6.625843096454491,0,0,3.843465521624656,0,8,2,5,LOW_RISK
6.8,1,2,3.7437831048607664,-1,4,2,4,MEDIUM_RISK
9.27565842619311,0,0,1.887983774501421,1,8,1,5,LOW_RISK
2.650147685864715,6,4,6.88875350022595,-1,2,8,6,HIGH_RISK
6.107160168975112,2,2,5.815024698496628,0,2,1,6,MEDIUM_RISK
3.1732979044301866,6,3,9.69166461375516,-1,2,6,6,HIGH_RISK
9.56085253341692,1,1,1.8514753730633204,0,6,1,5,LOW_RISK
6.039386111674288,1,0,7.492465295676261,0,3,3,6,MEDIUM_RISK
3.6299388481943904,7,3,7.565243974964647,-1,2,5,7,HIGH_RISK
8.035474361097311,0,1,0.919415883215369,1,5,1,5,LOW_RISK
3.763782372541508,6,2,7.762260731238352,-1,1,10,6,HIGH_RISK
8.83183201717766,0,1,0.6192519154750092,1,9,0,7,LOW_RISK
2.482919687940162,5,4,7.2678990728138935,-1,1,4,5,HIGH_RISK
2.8075275295567335,6,4,6.671032539727905,-1,2,5,6,HIGH_RISK
4.849129688676175,0,1,7.203716903594826,0,3,1,4,MEDIUM_RISK
1.4991748856223759,7,5,8.396007151820221,-1,2,9,7,HIGH_RISK
9.189526395642936,0,0,3.1234142234604905,1,6,0,5,LOW_RISK
6.0,0,1,3.70755666348855,1,7,2,5,LOW_RISK
9.223593282391894,1,1,3.5073628470008784,1,5,1,6,LOW_RISK
1.0119334506583468,5,3,8.615201208090172,-1,2,9,5,HIGH_RISK
2.4965150972261556,6,2,6.5,-1,2,10,6,HIGH_RISK
6.495840613928991,1,0,5.151985561218236,1,5,3,3,MEDIUM_RISK
6.781878198821973,0,0,5.499988800217043,-1,2,5,6,MEDIUM_RISK
2.145846612101095,4,4,9.354255444117037,-1,2,7,4,HIGH_RISK
8.955905566121176,0,0,1.3361483115971877,0,6,0,6,LOW_RISK
5.7260531797487335,1,0,4.468579541094875,0,4,4,4,MEDIUM_RISK
6.032697641430613,1,0,6.825546290894808,0,2,3,3,MEDIUM_RISK
7.984825199262349,0,0,3.598507173780735,1,7,1,5,LOW_RISK
8.931170065173198,0,1,2.5515122107961945,1,8,0,7,LOW_RISK
5.335314879774562,1,0,5.173351699314472,-1,5,2,3,MEDIUM_RISK
3.5,2,1,5.819340158936051,0,4,7,3,HIGH_RISK
8.00039982382514,0,1,0.8224107548560126,1,9,2,6,LOW_RISK
7.4415299082301996,0,1,0.17571981754061336,1,7,0,5,LOW_RISK
2.4130740605960805,3,3,6.8424908320293625,-1,2,4,5,HIGH_RISK
6.407131453980096,0,1,0.8577870183829527,1,8,0,7,LOW_RISK
7.958936928862329,1,0,1.050111369558009,1,5,2,7,LOW_RISK
2.9629906051563992,4,2,8.868730213139207,-1,1,8,5,HIGH_RISK
7.489978196313632,0,1,2.9371515410663664,1,5,1,6,LOW_RISK
10.0,1,0,4.404913536104605,1,9,2,6,LOW_RISK
2.5825240440748978,3,2,6.570429465643233,-1,2,9,4,HIGH_RISK
1.0,4,3,8.563769646283076,-1,1,6,4,HIGH_RISK
6.70267704082318,0,1,4.344386645858009,1,7,2,7,LOW_RISK
5.877841064728581,2,1,4.635246743046492,0,3,5,4,MEDIUM_RISK
1.743783890498302,6,5,9.4723200245969,-1,1,8,6,HIGH_RISK
6.0,0,0,2.1054912787258915,1,8,0,5,LOW_RISK
4.648316480727888,2,0,6.929451875222924,-1,4,3,4,MEDIUM_RISK
2.3034237387654155,3,3,7.626252914011832,-1,2,6,4,HIGH_RISK
6.93242065920515,1,0,2.078977926624675,1,7,2,5,LOW_RISK
3.8477470863035763,3,3,6.5226052777981,0,2,4,5,MEDIUM_RISK
2.4680209834288105,3,5,9.131023674054127,-1,2,7,5,HIGH_RISK
2.8689038920239165,4,4,9.446098875108923,-1,1,5,4,HIGH_RISK
2.2520567105635774,6,2,9.398540560621093,-1,2,10,6,HIGH_RISK
3.8,2,0,7.160804538897921,1,5,1,3,MEDIUM_RISK
5.3499745603910895,0,2,5.3918146362395705,-1,3,4,4,MEDIUM_RISK
4.955212592342884,2,2,6.992526600576918,0,3,4,6,MEDIUM_RISK
2.0612993336607337,3,3,8.674895309989163,-1,1,7,3,HIGH_RISK
8.416796017917639,1,1,2.8649094015389793,1,6,2,7,LOW_RISK
2.4010548823899542,6,2,7.716873370541723,-1,1,7,6,HIGH_RISK
5.9328451909274085,0,1,6.259916626915488,-1,2,2,6,MEDIUM_RISK
8.68562206379796,1,1,2.050954110978279,0,5,1,7,LOW_RISK
2.2084762541264764,4,5,7.820782738624786,-1,2,8,4,HIGH_RISK
9.940037082328708,0,1,1.9858445694996305,1,9,0,6,LOW_RISK
4.516702522860523,3,3,5.226461261488156,0,4,6,3,HIGH_RISK
9.661919811117153,0,0,2.978283052734782,1,8,0,7,LOW_RISK
2.579026747002323,4,3,8.900377881976503,-1,1,4,4,HIGH_RISK
2.9153699425756847,7,3,9.481906880442446,-1,2,4,7,HIGH_RISK
3.2721403212911717,5,2,6.5,0,1,6,5,HIGH_RISK
7.878515714662053,1,1,4.415769873272864,0,8,1,6,LOW_RISK
6.3479276482207005,1,1,5.314009279893902,0,2,5,4,MEDIUM_RISK
6.8,1,2,5.0457661187966645,-1,4,2,6,MEDIUM_RISK
4.223623968024625,0,2,6.420708177140166,0,3,3,4,MEDIUM_RISK
2.6068648689673877,4,4,6.66963404311989,-1,2,5,4,HIGH_RISK
6.060700190579904,0,1,0.8062534016335455,1,7,0,6,LOW_RISK
4.038257875012379,2,0,5.412512351592454,1,5,1,4,MEDIUM_RISK
2.228328599736773,6,2,7.772141534677006,-1,2,5,6,HIGH_RISK
3.8,0,0,6.733752869615685,0,3,1,4,MEDIUM_RISK
2.7764091284429924,7,5,7.872917370453406,-1,1,10,7,HIGH_RISK
3.5201536593588076,4,3,6.873405352888714,-1,1,10,4,HIGH_RISK
1.908730430471988,4,5,9.376147281647462,-1,2,6,4,HIGH_RISK
5.5,0,1,2.4268184506373527,0,7,1,5,LOW_RISK
7.058671499246103,1,0,3.385875326454309,1,9,2,6,LOW_RISK
6.178800205247646,1,1,6.36329692809189,-1,4,2,4,MEDIUM_RISK
8.905296339185426,1,1,2.0328401661961353,1,6,0,6,LOW_RISK
3.038247205316597,4,2,9.987314191555207,0,2,8,4,HIGH_RISK
5.113999992149623,1,0,4.686280623348005,0,2,2,5,MEDIUM_RISK
1.2905110805488471,4,2,6.95646375510882,-1,1,8,5,HIGH_RISK
8.2644010200089,0,0,2.4381417166972357,1,5,0,7,LOW_RISK
7.338958260289255,1,0,0.9513357277521978,0,7,2,6,LOW_RISK
1.3642020172986773,7,2,7.942536385364399,-1,2,7,7,HIGH_RISK
8.977692502862414,0,0,1.8232444284191403,1,9,0,5,LOW_RISK
6.797253960577558,0,1,3.496550339476557,1,9,0,5,LOW_RISK
6.683943034107106,0,0,4.947480757279218,-1,4,5,6,MEDIUM_RISK
2.516923224444575,4,4,7.696622298460291,-1,1,8,4,HIGH_RISK
4.7013627382276955,2,3,8.555785963590571,-1,1,7,5,HIGH_RISK
4.992031628572831,2,0,3.999126231636158,-1,3,4,3,MEDIUM_RISK
7.645488269835639,1,1,1.2322904030595692,1,6,2,7,LOW_RISK
6.7357688217185,2,2,5.767708914701174,1,2,5,5,MEDIUM_RISK
6.416106434938713,1,0,3.891502108622656,0,6,2,5,LOW_RISK
4.010652042377285,1,2,5.196160883712416,1,2,3,4,MEDIUM_RISK
1.1439580830234575,7,3,9.423738631002227,-1,2,4,7,HIGH_RISK
3.575095649125787,3,5,10.0,0,1,8,3,HIGH_RISK
3.563769919281847,3,1,5.558904674094286,-1,1,2,4,HIGH_RISK
3.789842357774968,2,1,6.464111813823615,-1,4,3,4,MEDIUM_RISK
7.51309490086331,1,0,1.6753286965059857,1,6,0,6,LOW_RISK
8.706231947034478,1,0,2.935310250420418,1,5,2,6,LOW_RISK
3.3327704218721643,6,2,7.610358644291297,-1,2,8,6,HIGH_RISK
3.0651950228679996,5,5,8.091844068167847,-1,2,6,5,HIGH_RISK
1.176096568553557,3,2,8.607542998336635,-1,1,9,5,HIGH_RISK
7.784654264899667,0,1,1.0396339060252588,1,8,2,7,LOW_RISK
7.787879427989555,1,1,2.9317023471863863,1,7,0,6,LOW_RISK
1.6578423793371266,4,5,9.086846857429762,-1,1,5,5,HIGH_RISK
3.680722796652002,3,3,6.42644273542698,-1,4,4,5,MEDIUM_RISK
2.722125330529823,4,2,9.456798638006562,-1,2,9,4,HIGH_RISK
5.297015840475342,2,1,7.278210437367875,-1,5,1,4,MEDIUM_RISK
1.7447745998631716,5,4,9.651551821352728,-1,2,4,5,HIGH_RISK
7.290924878558579,0,1,1.8353851402096264,1,7,2,5,LOW_RISK
6.948526720539176,1,0,2.686802034325054,1,8,1,5,LOW_RISK
3.3579975222741245,5,2,9.166248788892062,-1,1,4,5,HIGH_RISK
5.407583133622337,2,2,5.5640726269532585,0,5,1,4,MEDIUM_RISK
3.4461254891049213,3,5,7.170287449231889,-1,1,10,4,HIGH_RISK
3.8767323943300775,0,1,3.7897812488084313,-1,5,5,3,MEDIUM_RISK
3.31043928628533,7,5,7.691693572687099,-1,1,6,7,HIGH_RISK
2.6969760547087387,4,4,8.350297173252661,-1,2,10,4,HIGH_RISK
4.327291231212449,1,2,6.134123079658697,1,5,3,6,MEDIUM_RISK
4.437665046691771,0,1,3.5,-1,4,5,4,MEDIUM_RISK
3.9655465379210777,2,3,6.369864939867753,0,3,7,4,MEDIUM_RISK
4.555616837487645,1,2,3.756865065503306,-1,4,4,4,MEDIUM_RISK
8.803892858930997,0,0,1.5753938367787446,1,6,0,6,LOW_RISK
5.5,1,0,2.720476621709296,1,4,1,7,MEDIUM_RISK
4.626316173725655,3,3,5.417423114123931,-1,3,6,5,HIGH_RISK
3.8943961003425662,7,5,6.999499664015236,-1,1,7,7,HIGH_RISK
2.913699649275926,6,2,8.059770338541739,-1,2,6,6,HIGH_RISK
5.804860358595734,1,2,5.738924266270539,0,4,1,4,MEDIUM_RISK
7.8898766185499545,0,1,3.72231668372012,1,6,1,7,LOW_RISK
9.318069915182488,1,1,3.422601704643212,1,5,0,7,LOW_RISK
3.098429378150888,7,5,8.36011368039927,-1,2,9,7,HIGH_RISK
5.860083793250059,1,0,6.810021459533979,-1,3,2,3,MEDIUM_RISK
7.193554281334462,0,1,3.724665375077313,1,8,2,7,LOW_RISK
7.5902021962594715,1,0,1.677399004031779,1,8,0,5,LOW_RISK
8.269040617108855,0,0,0.6864929815663451,0,7,0,5,LOW_RISK
4.859768790329412,0,1,7.1438903805448195,1,5,1,5,MEDIUM_RISK
5.690656750401734,0,0,4.763056997297209,0,4,5,6,MEDIUM_RISK
7.951501988850076,1,1,4.003778555964198,0,9,1,6,LOW_RISK
4.092657438364081,1,2,7.171946696213503,-1,3,1,4,MEDIUM_RISK
5.231210963930331,0,2,5.071174595783859,0,3,5,6,MEDIUM_RISK
4.969623146480229,0,1,3.751579345438919,1,3,1,4,MEDIUM_RISK
1.7302353354753697,6,4,9.817345628561746,-1,2,10,6,HIGH_RISK
1.0,4,3,6.713125253153188,0,1,10,4,HIGH_RISK
9.78054498094361,0,0,3.827763380678678,0,6,0,5,LOW_RISK
3.3766984409232523,7,4,7.626706190854704,-1,2,9,7,HIGH_RISK
3.3519915784001575,6,2,8.896959303002262,-1,1,6,6,HIGH_RISK
6.608765720130667,2,1,7.261639437895742,0,3,3,6,MEDIUM_RISK
7.229893641152875,1,0,4.355616811828389,1,9,2,6,LOW_RISK
4.2541380230688395,1,1,7.175684917640432,-1,5,3,5,MEDIUM_RISK
4.858273519928678,1,1,6.937790936462146,0,5,1,5,MEDIUM_RISK
5.498771174102495,1,2,5.850705702278923,-1,4,3,6,MEDIUM_RISK
2.8321515995726085,7,4,9.999172754837637,-1,2,10,7,HIGH_RISK
6.835613625958678,0,0,0.39416114975029903,1,6,0,7,LOW_RISK
1.7767242940503045,6,3,9.309783563978392,-1,1,5,6,HIGH_RISK
7.486250684571582,1,0,1.9942829460953888,1,7,1,6,LOW_RISK
4.374921818915239,0,1,5.3049822403388855,-1,4,5,5,MEDIUM_RISK
1.362694708572154,4,3,6.960733153535155,-1,2,7,4,HIGH_RISK
4.353830559745686,2,3,5.39141262675951,-1,4,4,3,HIGH_RISK
4.318142729685024,0,2,5.406990266857457,1,2,3,5,MEDIUM_RISK
6.0,1,1,0.0,1,6,0,5,LOW_RISK
6.523270202106391,1,0,4.205771704024348,0,4,2,7,MEDIUM_RISK
8.435192863206183,1,0,3.920016251832007,1,9,2,6,LOW_RISK
2.9928046389371463,7,5,8.298854732855022,-1,2,8,7,HIGH_RISK
3.4405929830202333,5,4,8.30385693521465,-1,2,9,5,HIGH_RISK
1.4362069519891674,3,4,8.097347412967165,-1,2,4,4,HIGH_RISK
10.0,0,0,0.38627051016977765,0,6,2,6,LOW_RISK
2.203212768383039,5,5,9.699435175048762,-1,1,5,5,HIGH_RISK
6.839384414285652,1,1,4.286229769843459,1,9,2,5,LOW_RISK
4.267489435190655,2,1,7.407027991062185,1,4,2,3,MEDIUM_RISK
6.282224715560885,0,2,7.5,-1,3,4,4,MEDIUM_RISK
3.939979144553145,1,1,5.666836497710788,0,3,5,5,MEDIUM_RISK
7.021522868748934,1,1,0.1458675354086554,1,6,1,7,LOW_RISK
1.5783478387762713,4,2,7.870422669202118,-1,1,9,4,HIGH_RISK
3.8,1,2,4.008234318848773,1,2,5,5,MEDIUM_RISK
1.3974895545783141,4,4,6.9367277011024395,-1,1,8,4,HIGH_RISK
5.039752083787762,2,1,5.11131452424174,0,2,4,3,MEDIUM_RISK
10.0,0,1,0.4496178835182787,1,7,2,5,LOW_RISK
6.8651754154511355,1,0,2.5046744303349113,1,5,1,6,LOW_RISK
9.927504807634202,1,1,1.519059017562508,0,7,1,5,LOW_RISK
8.997435013608005,1,1,0.0,1,6,1,6,LOW_RISK
4.377059491073033,2,1,5.616057930555748,-1,5,2,6,MEDIUM_RISK
2.033759081045016,3,2,8.662649846194807,-1,1,5,4,HIGH_RISK
5.3838662213316955,1,2,6.76124223239245,0,4,1,3,MEDIUM_RISK
4.2,6,2,7.041753072191326,-1,1,6,6,HIGH_RISK
4.341885761883519,2,1,6.280731343229379,1,4,4,6,MEDIUM_RISK
2.0698820188953015,6,5,9.765404872142081,-1,1,10,6,HIGH_RISK
2.817744115298642,3,5,10.0,-1,2,10,3,HIGH_RISK
5.492885088068518,2,2,5.504237065980891,-1,2,1,3,MEDIUM_RISK
3.28219096915228,7,4,10.0,-1,1,4,7,HIGH_RISK
3.8,0,1,4.4893802316597675,0,3,2,3,MEDIUM_RISK
4.694621191733774,1,2,4.784204324206386,1,2,3,4,MEDIUM_RISK
7.321032976875253,1,1,2.1860467850885934,1,9,2,6,LOW_RISK
6.872706236185115,1,0,3.0593447315077382,1,7,0,7,LOW_RISK
6.323724763890871,0,2,4.614299011732228,1,4,5,5,MEDIUM_RISK
8.756480440436736,1,1,2.7396742996841263,1,7,0,6,LOW_RISK
4.299687506187306,2,1,7.5,0,5,2,5,MEDIUM_RISK
3.5008115896370695,2,1,7.2721624132379645,-1,2,5,4,MEDIUM_RISK
5.606747035155147,1,2,7.314795099485113,-1,2,2,6,MEDIUM_RISK
4.31554213207671,0,2,6.945953284670973,-1,4,2,5,MEDIUM_RISK
7.057573481419747,0,0,0.1644319140741758,1,5,1,7,LOW_RISK
6.5335926021320425,0,1,4.34113393993505,-1,6,4,6,MEDIUM_RISK
9.20551933779302,1,0,3.9287947356664548,1,7,1,6,LOW_RISK
6.466026466796385,0,1,4.241152706271406,0,4,2,4,MEDIUM_RISK
3.5,2,2,6.178244447087995,-1,3,2,4,HIGH_RISK
4.428483517612492,1,1,5.2983325202192,0,3,1,4,MEDIUM_RISK
4.2,7,3,6.8224943514645195,-1,1,5,7,HIGH_RISK
3.8,1,2,6.280727492153602,1,5,1,5,MEDIUM_RISK
5.7365839053305745,1,2,5.745706834529795,-1,4,5,6,MEDIUM_RISK
3.395881561802101,7,4,6.841525151076882,-1,1,6,7,HIGH_RISK
6.262715043795048,2,0,4.686212465860113,0,3,3,3,MEDIUM_RISK
9.164417098220397,0,0,4.388318663458544,1,7,0,7,LOW_RISK
5.5,0,0,5.432525904470063,0,4,0,5,MEDIUM_RISK
2.714835942990318,3,5,7.262823473230456,-1,2,9,3,HIGH_RISK
4.689951908813146,2,2,7.680259876687636,-1,1,7,5,MEDIUM_RISK
2.1692167785393917,7,3,9.604435277794526,-1,2,10,7,HIGH_RISK
9.814807504297857,1,1,0.5527509946070541,1,8,1,6,LOW_RISK
6.444831960847851,0,0,3.915403804200633,1,5,3,3,MEDIUM_RISK
3.7868758102291,6,3,9.598100316523317,-1,2,10,6,HIGH_RISK
6.751380936683743,0,0,2.121370177608622,0,9,1,6,LOW_RISK
4.662073047368467,2,0,4.130060959505169,1,4,4,4,MEDIUM_RISK
4.779937845552381,1,0,5.506333106207507,0,5,3,5,MEDIUM_RISK
5.463933089681143,2,1,3.5,0,5,3,4,MEDIUM_RISK
6.506347321713456,0,0,3.2840735711965787,0,5,0,6,LOW_RISK
6.0,1,0,3.868751895966876,1,9,1,5,LOW_RISK
9.601620700339065,0,0,0.005129022584019987,1,8,2,6,LOW_RISK
2.8616685106375153,3,2,8.309236827303609,-1,2,5,3,HIGH_RISK
6.723942030701311,0,1,3.441593627258286,0,8,2,7,LOW_RISK
3.6790087548507557,6,2,7.069777636943892,-1,1,6,6,HIGH_RISK
2.8430068112655693,7,2,8.198103790568021,-1,2,7,7,HIGH_RISK
4.362649566373416,1,1,4.194947109972734,1,3,3,4,MEDIUM_RISK
7.951114378479015,0,0,3.428408194013309,0,6,0,6,LOW_RISK
2.500237657741756,4,3,9.249898754635181,-1,1,7,4,HIGH_RISK
3.5,3,2,7.284733644312838,-1,1,5,5,HIGH_RISK
5.7172739042745215,2,2,4.498697490671271,0,2,4,4,MEDIUM_RISK
5.725946494749722,0,1,7.221294771839246,-1,3,3,5,MEDIUM_RISK
5.434496150148502,1,1,5.59475399290654,0,2,4,6,MEDIUM_RISK
9.530133637674888,0,1,4.464826060608505,1,8,0,6,LOW_RISK
5.5049782922888415,0,1,6.01517383121591,0,3,4,5,MEDIUM_RISK
2.0572226926357167,7,2,8.133266065561054,0,1,5,7,HIGH_RISK
3.2018512741278475,5,3,7.34167905210431,-1,1,8,5,HIGH_RISK
6.380386058042412,0,0,3.960428730480904,0,3,3,3,MEDIUM_RISK
4.393183248261166,2,1,4.889264829887851,0,3,5,3,MEDIUM_RISK
6.020131764168333,1,1,4.026841879649459,0,3,3,3,MEDIUM_RISK
9.149942885683457,0,0,1.0537885154173474,1,9,2,5,LOW_RISK
5.133235315561256,1,2,4.477417604990343,-1,5,3,6,MEDIUM_RISK
1.7412359763809537,7,5,7.683518515674356,-1,1,10,7,HIGH_RISK
2.635045867444046,6,2,9.549106442304897,-1,2,7,6,HIGH_RISK
8.736965720244232,0,0,4.167478044742735,1,7,0,7,LOW_RISK
8.94537536672698,0,1,2.567063590699221,1,6,0,5,LOW_RISK
3.622905812252595,7,5,8.84302176523495,-1,1,10,7,HIGH_RISK
8.285997245448332,1,0,2.7203239514654505,1,5,0,6,LOW_RISK
2.549099178761057,5,2,7.892144498263532,-1,1,6,5,HIGH_RISK
9.697365055384463,1,1,1.5367314176765925,1,6,0,5,LOW_RISK
6.8,1,0,3.6308414849875397,1,5,2,6,MEDIUM_RISK
4.090050205424503,5,3,9.430332214051214,-1,2,7,5,HIGH_RISK
3.8,2,0,4.014123594632599,0,4,5,5,MEDIUM_RISK
